start,end,N,SS,FulD,FayH,FerL,ZngE,TajD,bsfs,btree,Colless,path,iColless,ibtree
0,2501.0,250,21,1.1834217993038445,0.013734802774609988,-1.2096618295176962,1.999423075205951,2.480261664612028,5.020108066408596,1.79839275132211,0.039642440730664585,8120000,0.03854126182147947,0.2592898396338909
0,2501.0,250,12,0.03953603075383266,0.051118320404554086,-0.8053085368888597,1.4842843464375517,2.104993334702326,3.389589440952523,1.392855471901299,0.02804227663341538,8120001,0.045731312346158834,0.3423617416454016
0,2501.0,250,16,-0.5928903682049141,0.05072661971492338,0.2504895437976841,-0.1813163831544044,0.045665046687285486,3.3928094325872444,0.3434513642242325,0.040419743490089394,8120002,0.03585308977846872,2.4107337026421
0,2501.0,250,12,2.4353233333940723,0.08442102318110706,0.03438614351109485,0.2782638137221645,0.7632369855947494,1.348769540475956,1.3012759584572116,0.03443883059118194,8120003,0.03204754501878482,2.14078535815049
0,2501.0,250,9,0.7828117394489834,0.19521527836277205,0.3170664365836416,0.19132111370538352,1.1287587081278436,0.9860759459968262,1.999575918280756,0.022389095552717786,8120004,0.030347195232543075,0.8848217087812258
0,2501.0,250,8,-2.133690217292945,-0.05949321126626982,-1.7101950034217446,2.5126797697854517,2.9650861218653395,3.111300349103736,1.5042633401808645,0.041051301982122035,8120005,0.040419743490089394,-0.4810627253450502
0,2501.0,250,9,-2.2007292414680393,0.11972104411613366,-0.1393322930683575,0.6477032778098339,1.3675857717087196,2.6896020549721342,1.8383938847045018,0.02719749967612385,8120006,0.06273481020857624,-0.36526632988273866
0,2501.0,250,17,-0.7127076431669839,0.15291104335060648,-0.008562152058110088,0.6839489360988379,1.6509807349961787,1.8142554560946975,0.8961439311133151,0.038633026730578224,8120007,0.0447272962819018,0.1351227795719652
0,2501.0,250,17,-1.6187954659433672,0.08442519949582115,-0.5926085173816129,1.3167309361948387,2.0564422995143947,3.943096045916053,2.8355775744425835,0.027626635574556288,8120008,0.04388521829252494,0.6177371595501959
0,2501.0,250,11,-1.029123745469293,0.07102805646019927,-0.18698716562936987,0.5696631944554376,1.0572575280887184,2.998441508822624,0.941171686840612,0.03780282420002591,8120009,0.040225417800233185,1.943701204670288
0,2501.0,250,15,0.5430819992150967,0.07312679357821555,-0.9147431042261099,1.7690185868149946,2.555407063278112,2.7324815929333233,1.544198364714833,0.030088094312734813,8120010,0.04929394999352248,-0.7205272649888488
0,2501.0,250,15,-1.4636660782230702,0.021222761587710682,-1.21252891532826,2.024651101107735,2.5997650609416443,2.3007591785255546,1.0751131656996793,0.03725385412618215,8120011,0.03640367923306128,0.7557666883969253
0,2501.0,250,12,0.0395360307538328,0.017549946137057282,-0.3562275825937816,0.6366021828676312,0.8812752130196112,3.5651537979615626,2.3153092472918684,0.02771917161734495,8120012,0.0378935095219588,0.8118678441923963
